date,Microsoft,Apple,Amazon,IBM,Nike
2013-10-01,33.58,487.96,320.95,186.38,72.42
2013-09-30,33.28,476.75,312.64,185.18,72.64
2013-09-27,33.27,482.75,316.01,186.92,73.64
2013-09-26,32.77,486.22,318.12,190.22,70.34
2013-09-25,32.505,481.53,312.65,189.47,68.92
2013-09-24,32.455,489.1,314.13,189.97,69.43
2013-09-23,32.74,490.64,311.49,190.99,68.98
2013-09-20,32.791,467.41,316.34,190.02,69.37
2013-09-19,33.64,472.3,312.06,193.39,69.5
2013-09-18,33.32,464.68,312.034,194.42,69.48
2013-09-17,32.93,455.32,304.17,192.16,68.32
2013-09-16,32.801,450.12,296.06,193.15,68.19
2013-09-13,33.03,464.9,297.92,192.17,67.91
2013-09-12,32.69,472.69,298.86,190.73,68.08
2013-09-11,32.74,467.71,299.64,190.7,67.59
2013-09-10,32.39,494.64,300.36,186.6,66.82
2013-09-09,31.655,506.17,299.71,184.98,65.4
2013-09-06,31.152,498.22,295.86,183.03,64.98
2013-09-05,31.235,495.27,294.1,184.15,65.38
2013-09-04,31.195,498.691,293.64,183.13,65.13
2013-09-03,31.88,488.58,288.8,183.96,64.29
2013-08-30,33.4,487.216,280.98,182.27,62.82
2013-08-29,33.55,491.7,283.98,182.64,63.48
2013-08-28,33.02,490.896,281.58,182.16,63.37
2013-08-27,33.26,488.59,280.93,182.74,62.81
2013-08-26,34.15,502.97,286.21,184.74,63.92
2013-08-23,34.75,501.02,290.01,185.42,64.21
2013-08-22,32.39,502.96,289.73,185.19,64.86
2013-08-21,31.61,502.36,284.57,184.86,64.13
2013-08-20,31.62,501.07,287.09,184.56,64.63
2013-08-19,31.393,507.74,285.57,184.23,64.71
2013-08-16,31.8,502.33,284.82,185.34,63.65
2013-08-15,31.79,497.91,286.47,185.79,63.49
2013-08-14,32.35,498.5,291.34,187.53,64.35
2013-08-13,32.23,489.57,293.97,188.42,65.81
2013-08-12,32.87,467.36,296.69,189.09,66.51
2013-08-09,32.7,454.45,297.26,187.82,66.31
2013-08-08,32.89,461.01,295.74,187.93,66.05
2013-08-07,32.063,464.98,296.91,188.56,65.63
2013-08-06,31.58,465.25,300.75,190.99,66.54
2013-08-05,31.7,469.45,300.99,195.5,66.4
2013-08-02,31.89,462.54,304.21,195.16,66.3
2013-08-01,31.67,456.676,305.57,195.81,65.97
2013-07-31,31.84,452.53,301.22,195.04,62.92
2013-07-30,31.85,453.32,302.41,196.01,62.85
2013-07-29,31.54,447.79,306.1,196.21,62.71
2013-07-26,31.62,440.99,312.01,197.35,62.53
2013-07-25,31.39,438.5,303.4,197.22,62.49
2013-07-24,31.96,440.51,298.94,196.61,62.63
2013-07-23,31.82,418.99,301.06,194.98,63.19
2013-07-22,32.01,426.31,303.48,194.09,63.29
2013-07-19,31.4,424.95,305.23,193.54,63.35
2013-07-18,35.44,431.758,304.11,197.99,63.32
2013-07-17,35.74,430.31,308.69,194.55,63.33
2013-07-16,36.27,430.195,306.87,193.85,62.7
2013-07-15,36.17,427.44,306.57,194.0,63.35
2013-07-12,35.67,426.51,307.55,192.07,63.67
2013-07-11,35.685,427.288,299.66,192.8,63.72
2013-07-10,34.7,420.73,292.33,192.25,63.6
2013-07-09,34.35,422.35,291.53,191.3,63.93
2013-07-08,34.325,415.05,290.59,194.98,63.72
2013-07-05,34.21,417.42,285.88,194.93,63.64
2013-07-03,34.01,420.8,284.03,193.25,62.86
2013-07-02,33.94,418.49,283.73,191.5,62.62
2013-07-01,34.36,409.22,282.1,191.28,62.33
2013-06-28,34.545,396.53,277.69,191.11,63.68
2013-06-27,34.62,393.78,277.55,195.65,62.32
2013-06-26,34.35,398.07,277.57,194.86,61.85
2013-06-25,33.67,402.63,272.088,194.98,60.39
2013-06-24,33.715,402.54,270.61,193.54,59.95
2013-06-21,33.265,413.5,273.36,195.46,60.57
2013-06-20,33.49,416.838,273.44,197.35,60.78
2013-06-19,34.59,423.0,278.16,201.94,61.75
2013-06-18,34.98,431.77,281.76,204.87,62.15
2013-06-17,35.0,432.0,278.06,203.04,61.94
2013-06-14,34.4,430.05,273.99,202.2,61.89
2013-06-13,34.715,435.965,275.79,203.77,61.76
2013-06-12,35.0,432.19,271.67,201.2,61.41
2013-06-11,34.84,437.6,274.78,203.98,62.15
2013-06-10,35.47,438.89,281.07,205.02,63.04
2013-06-07,35.67,441.811,276.87,206.35,62.75
2013-06-06,34.96,438.46,267.83,203.8,62.16
2013-06-05,34.78,445.11,267.17,202.74,61.75
2013-06-04,34.99,449.31,265.7,206.19,62.78
2013-06-03,35.59,450.72,266.88,208.95,63.03
2013-05-31,34.9,449.735,269.2,208.02,61.66
2013-05-30,35.03,451.58,266.83,209.36,62.41
2013-05-29,34.88,444.95,265.53,207.92,62.93
2013-05-28,35.02,441.439,267.29,207.78,63.28
2013-05-24,34.269,445.15,261.74,205.72,62.79
2013-05-23,34.15,442.14,261.8,206.16,63.33
2013-05-22,34.61,441.354,262.96,206.99,64.45
2013-05-21,34.85,439.66,268.86,208.65,65.23
2013-05-20,35.08,442.93,267.63,207.6,65.33
2013-05-17,34.87,433.26,269.9,208.44,65.32
2013-05-16,34.08,434.578,264.12,204.69,64.44
2013-05-15,33.845,428.85,266.56,203.32,65.83
2013-05-14,33.53,443.86,268.33,203.21,65.91
2013-05-13,33.03,454.74,264.51,202.47,64.65
2013-05-10,32.69,452.97,263.63,204.47,64.76
2013-05-09,32.66,456.77,260.16,203.24,63.74
2013-05-08,32.99,463.84,258.68,204.82,63.9
2013-05-07,33.31,458.658,257.73,203.63,63.91
2013-05-06,33.75,460.71,255.72,202.78,63.96
2013-05-03,33.49,449.98,258.05,204.51,64.55
2013-05-02,33.16,445.52,252.55,202.39,63.32
2013-05-01,32.72,439.29,248.23,199.63,63.36
2013-04-30,33.1,442.78,253.81,202.54,63.6
2013-04-29,32.61,430.12,249.74,199.15,62.63
2013-04-26,31.79,417.205,254.81,194.31,61.89
2013-04-25,31.94,408.38,274.7,193.95,62.07
2013-04-24,31.76,405.462,268.78,191.71,61.53
2013-04-23,30.6,406.13,268.9,191.61,61.68
2013-04-22,30.83,398.67,263.55,187.83,61.36
2013-04-19,29.765,390.53,260.32,190.0,60.92
2013-04-18,28.79,392.05,259.42,207.15,60.18
2013-04-17,28.825,402.8,267.4,209.67,60.9
2013-04-16,28.97,426.24,272.34,212.0,60.5
2013-04-15,28.69,419.85,267.72,209.26,59.67
2013-04-12,28.79,429.8,272.87,211.38,60.58
2013-04-11,28.935,434.33,269.85,212.92,61.2
2013-04-10,30.28,435.69,264.77,212.0,60.29
2013-04-09,29.61,426.98,261.14,209.22,59.89
2013-04-08,28.59,426.21,258.95,209.32,59.95
2013-04-05,28.7,423.2,255.48,209.41,58.97
2013-04-04,28.595,427.72,259.08,211.31,59.34
2013-04-03,28.56,431.99,259.03,212.66,58.91
2013-04-02,28.8,429.792,263.322,214.36,58.9
2013-04-01,28.61,428.91,261.61,212.38,58.26
2013-03-28,28.605,442.66,266.49,213.3,59.01
2013-03-27,28.37,452.08,265.3,210.89,58.45
2013-03-26,28.155,461.136,260.31,212.36,59.47
2013-03-25,28.16,463.58,256.02,210.74,59.56
2013-03-22,28.25,461.91,257.75,212.08,59.53
2013-03-21,28.11,452.73,253.39,212.26,53.6
2013-03-20,28.315,452.08,257.278,215.06,54.83
2013-03-19,28.18,454.49,256.41,213.44,53.83
2013-03-18,28.1,455.72,257.89,213.21,54.16
2013-03-15,28.035,443.66,261.82,214.92,54.78
2013-03-14,28.135,432.5,265.74,215.8,54.69
2013-03-13,27.915,428.35,275.1,212.06,54.85
2013-03-12,27.91,428.43,274.13,210.55,53.49
2013-03-11,27.87,437.87,271.24,210.08,54.53
2013-03-08,28.0,431.72,274.19,210.38,54.69
2013-03-07,28.14,430.582,273.88,209.42,55.22
2013-03-06,28.09,425.662,273.79,208.38,55.3
2013-03-05,28.35,431.144,275.59,206.53,54.9
2013-03-04,28.15,420.05,273.11,205.19,54.73
2013-03-01,27.95,430.47,265.74,202.91,54.82
2013-02-28,27.8,441.4,264.27,200.83,54.46
2013-02-27,27.81,444.57,263.25,202.33,54.34
2013-02-26,27.37,448.97,259.36,199.14,54.27
2013-02-25,27.37,442.8,259.87,197.51,54.04
2013-02-22,27.76,450.81,265.42,201.09,54.47
2013-02-21,27.49,446.06,265.94,198.33,54.54
2013-02-20,27.87,448.85,266.41,199.31,54.02
2013-02-19,28.045,459.99,269.75,200.32,54.47
2013-02-15,28.01,460.16,265.09,200.98,54.95
2013-02-14,28.04,466.59,269.24,199.65,54.62
2013-02-13,28.03,467.01,269.47,200.09,54.56
2013-02-12,27.88,467.9,258.7,200.04,55.09
2013-02-11,27.86,479.93,257.21,200.16,55.22
2013-02-08,27.55,474.98,261.95,201.68,54.59
2013-02-07,27.283,468.22,260.23,199.74,54.68
2013-02-06,27.34,457.35,262.22,201.02,54.16
2013-02-05,27.495,457.844,266.89,202.79,53.89
2013-02-04,27.44,442.316,259.98,203.79,53.66
2013-02-01,27.93,453.62,265.0,205.18,53.7
2013-01-31,27.45,455.49,265.5,203.07,54.05
2013-01-30,27.85,456.83,272.764,203.52,53.61
2013-01-29,28.01,458.27,260.35,203.9,53.92
2013-01-28,27.911,449.83,276.04,204.93,54.5
2013-01-25,27.88,439.88,283.99,204.97,55.55
2013-01-24,27.63,450.5,273.62,204.42,53.86
2013-01-23,27.61,514.005,268.11,204.72,53.09
2013-01-22,27.15,504.77,270.19,196.08,53.48
2013-01-18,27.25,500.0,272.12,194.47,53.29
2013-01-17,27.25,502.68,270.48,193.65,53.48
2013-01-16,27.04,506.09,268.93,192.59,53.73
2013-01-15,27.21,485.92,271.9,192.5,53.64
2013-01-14,26.89,501.75,272.73,192.62,53.19
2013-01-11,26.83,520.3,267.94,194.45,53.1
2013-01-10,26.46,523.51,265.34,192.88,52.55
2013-01-09,26.7,517.1,266.35,192.32,52.45
2013-01-08,26.55,525.31,266.38,192.87,52.4
2013-01-07,26.69,523.9,268.4592,193.14,52.96
2013-01-04,26.74,527.0,259.15,193.99,52.88
2013-01-03,27.25,542.0959,258.48,195.27,52.37
2013-01-02,27.62,549.03,257.31,196.35,51.84
2012-12-31,26.7097,532.1729,250.87,191.55,51.6
2012-12-28,26.55,509.5892,245.18,189.83,50.99
2012-12-27,26.96,515.06,248.31,192.71,51.76
2012-12-26,26.86,512.9995,248.6314,191.95,51.33
2012-12-24,27.06,520.168,258.62,192.4,105.6
2012-12-21,27.45,519.33,256.92,193.42,105.1
2012-12-20,27.68,521.7302,261.5,194.77,99.0
2012-12-19,27.31,526.31,257.99,195.08,97.78
2012-12-18,27.56,533.9,260.4,195.69,98.92
2012-12-17,27.095,518.83,253.86,193.62,97.99
2012-12-14,26.81,509.794,249.19,191.76,96.91
2012-12-13,27.11,529.69,251.25,191.99,97.33
2012-12-12,27.24,539.0,251.76,192.95,99.2
2012-12-11,27.32,541.388,250.69,194.2,99.41
2012-12-10,26.94,529.8209,247.77,192.62,98.08
2012-12-07,26.455,533.25,253.2681,191.95,98.59
2012-12-06,26.725,547.2445,253.37,189.7,98.42
2012-12-05,26.67,538.7923,253.96,188.65,97.68
2012-12-04,26.37,575.8454,252.4881,189.36,97.67
2012-12-03,26.4294,586.19,250.3291,189.48,97.56
2012-11-30,26.615,585.28,252.05,190.07,97.48
2012-11-29,26.95,589.36,251.27,191.53,98.97
2012-11-28,27.36,582.94,247.11,191.98,99.13
2012-11-27,27.08,584.78,243.4017,191.23,97.01
2012-11-26,27.385,589.53,243.62,192.88,97.66
2012-11-23,27.7,571.5,239.88,193.49,96.75
2012-11-21,26.95,561.7,238.03,190.29,95.6
2012-11-20,26.71,560.9134,233.78,189.2,95.61
2012-11-19,26.7277,565.73,229.71,190.35,96.32
2012-11-16,26.5209,527.678,225.23,186.94,92.59
2012-11-15,26.6607,525.62,220.599,185.85,90.83
2012-11-14,26.84,536.88,222.95,185.51,90.6
2012-11-13,27.0895,542.898,226.6,188.32,91.47
2012-11-12,28.22,542.83,226.47,189.25,92.29
2012-11-09,28.83,547.06,226.31,189.64,92.31
2012-11-08,28.81,537.75,227.35,190.1,91.86
2012-11-07,29.08,558.0019,232.0608,191.16,94.65
2012-11-06,29.86,582.8495,237.56,195.07,96.13
2012-11-05,29.63,584.6211,234.33,194.14,95.26
2012-11-02,29.4998,576.8,232.4224,193.43,94.54
2012-11-01,29.515,596.5399,232.14,197.15,95.35
2012-10-31,28.54,595.32,232.8931,194.53,91.38
2012-10-26,28.21,604.0,238.24,193.27,91.15
2012-10-25,27.88,609.538,222.92,191.6,91.31
2012-10-24,27.9019,616.83,228.49,190.72,92.89
2012-10-23,28.047,613.3554,234.31,191.25,92.82
2012-10-22,28.0,634.03,233.78,194.4,94.48
2012-10-19,28.64,609.84,240.0,193.36,96.45
2012-10-18,29.495,632.64,244.85,194.96,97.57
2012-10-17,29.59,644.6136,247.49,200.63,97.57
2012-10-16,29.49,649.7925,243.94,211.0,97.24
2012-10-15,29.51,634.76,244.18,208.93,95.61
2012-10-12,29.2,629.714,242.36,207.8,94.42
2012-10-11,28.95,628.1,244.22,205.76,94.9
2012-10-10,28.98,640.91,244.99,205.82,94.22
2012-10-09,29.28,635.85,250.96,207.99,94.48
2012-10-08,29.78,638.17,259.06,209.82,94.99
2012-10-05,29.85,652.59,258.51,210.59,95.22
2012-10-04,30.03,666.8,260.47,210.39,95.89
2012-10-03,29.86,671.45,255.92,210.51,93.8
2012-10-02,29.66,661.31,250.6,209.84,94.95
2012-10-01,29.49,659.39,252.01,210.47,95.55
2012-09-28,29.76,667.105,254.32,207.45,94.91
2012-09-27,30.16,681.32,256.59,205.91,96.0
2012-09-26,30.165,665.18,249.67,204.0,95.49
2012-09-25,30.39,673.54,252.46,204.98,95.08
2012-09-24,30.78,690.79,254.805,205.29,95.32
2012-09-21,31.19,700.095,257.47,205.98,96.52
2012-09-20,31.45,698.7,260.81,206.18,96.72
2012-09-19,31.052,702.1,261.68,206.43,97.66
2012-09-18,31.175,701.91,258.75,207.07,97.72
2012-09-17,31.21,699.7810000000002,258.0,207.15,97.97
2012-09-14,31.21,691.28,261.27,206.81,96.64
2012-09-13,30.935,682.98,260.24,206.36,99.2
2012-09-12,30.78,669.79,255.63,203.77,100.84
2012-09-11,30.79,660.59,255.67,203.27,99.68
2012-09-10,30.72,662.74,257.09,200.95,100.04
2012-09-07,30.95,680.44,259.14,199.5,99.29
2012-09-06,31.345,676.27,251.38,199.1,99.46
2012-09-05,30.39,670.23,246.22,195.04,97.35
2012-09-04,30.385,674.97,247.88,194.54,97.26
2012-08-31,30.82,665.24,248.27,194.85,97.36
2012-08-30,30.32,663.868,246.22,193.37,97.75
2012-08-29,30.65,673.466,247.12,195.08,98.69
2012-08-28,30.63,674.8,246.11,194.87,98.87
2012-08-27,30.69,675.68,243.92,195.69,96.43
2012-08-24,30.56,663.222,245.74,197.77,96.86
2012-08-23,30.255,662.63,241.198,195.7,95.45
2012-08-22,30.54,668.87,243.1,197.25,95.77
2012-08-21,30.8,656.062,239.45,198.65,95.85
2012-08-20,30.74,665.15,240.35,200.5,95.77
2012-08-17,30.9,648.11,241.17,201.22,96.26
2012-08-16,30.78,636.34,241.55,200.84,94.78
2012-08-15,30.2,630.83,237.42,198.4,94.22
2012-08-14,30.13,631.69,233.19,198.29,94.91
2012-08-13,30.39,630.0,232.44,199.01,95.85
2012-08-10,30.42,621.7,232.75,199.29,94.5
2012-08-09,30.5,620.73,234.06,198.42,95.06
2012-08-08,30.33,619.86,234.38,199.03,95.9
2012-08-07,30.26,620.914,236.56,199.93,96.17
2012-08-06,29.95,622.55,233.99,198.76,95.52
2012-08-03,29.75,615.7,234.97,198.52,94.57
2012-08-02,29.19,607.79,230.81,194.45,92.54
2012-08-01,29.41,606.81,232.09,195.18,93.0
2012-07-31,29.47,610.76,233.3,195.98,93.35
2012-07-30,29.64,595.03,236.09,196.68,95.85
2012-07-27,29.755,585.16,237.32,196.39,97.03
2012-07-26,29.16,574.88,220.01,193.95,96.58
2012-07-25,28.83,574.97,217.05,191.08,93.51
2012-07-24,29.15,600.92,223.04,190.34,92.96
2012-07-23,29.28,603.83,226.01,190.83,92.85
2012-07-20,30.115,604.3,228.29,192.45,93.08
2012-07-19,30.665,614.32,226.17,195.34,95.26
2012-07-18,30.45,606.26,217.47,188.25,94.63
2012-07-17,29.66,606.94,216.93,183.65,92.76
2012-07-16,29.44,606.91,216.01,184.79,93.02
2012-07-13,29.39,604.97,218.39,186.01,93.97
2012-07-12,28.63,598.9,215.36,183.09,91.82
2012-07-11,29.3,604.43,218.37,185.25,92.26
2012-07-10,29.74,608.21,219.5,186.26,91.29
2012-07-09,30.0,613.89,225.05,189.67,90.28
2012-07-06,30.185,605.88,225.05,191.41,91.38
2012-07-05,30.7,609.94,227.06,195.29,92.2
2012-07-03,30.76,599.41,229.53,195.93,90.48
2012-07-02,30.56,592.52,229.32,195.83,88.85
2012-06-29,30.59,584.0,228.35,195.58,87.78
2012-06-28,29.91,569.05,221.31,191.4,96.89
2012-06-27,30.17,574.5,225.62,193.0,98.11
2012-06-26,30.02,572.025,225.61,191.95,98.45
2012-06-25,29.865,570.765,220.07,192.86,97.46
2012-06-22,30.7,582.1,222.16,193.7,99.4
2012-06-21,30.135,577.67,220.575,193.39,98.66
2012-06-20,30.93,585.741,223.02,198.78,101.2
2012-06-19,30.7,587.41,224.03,198.93,101.54
2012-06-18,29.84,585.78,222.66,198.29,101.4
2012-06-15,30.02,574.13,218.35,199.1,101.75
2012-06-14,29.34,571.53,214.45,195.1,100.02
2012-06-13,29.13,572.16,214.73,193.1,102.22
2012-06-12,29.29,576.16,216.42,194.55,107.6
2012-06-11,28.895,571.17,216.5,192.51,107.46
2012-06-08,29.65,580.32,218.48,195.14,108.64
2012-06-07,29.23,571.72,218.8,194.44,107.36
2012-06-06,29.35,571.46,217.64,193.99,107.07
2012-06-05,28.505,562.83,213.21,189.2,105.51
2012-06-04,28.55,564.29,214.57,188.54,104.7
2012-06-01,28.45,560.99,208.22,189.08,104.6
2012-05-31,29.19,577.73,212.91,192.9,108.18
2012-05-30,29.34,579.17,209.23,194.53,108.61
2012-05-29,29.56,572.27,214.75,196.46,110.92
2012-05-25,29.06,562.29,212.89,194.3,108.79
2012-05-24,29.07,565.32,215.24,196.09,107.48
2012-05-23,29.11,570.56,217.28,196.12,107.52
2012-05-22,29.76,556.97,215.33,196.82,108.45
2012-05-21,29.75,561.28,218.11,197.76,107.23
2012-05-18,29.27,530.38,213.85,195.88,105.44
2012-05-17,29.72,530.12,218.36,197.89,104.34
2012-05-16,29.9,546.075,224.06,199.73,107.0
2012-05-15,30.21,553.17,224.39,199.04,107.22
2012-05-14,30.68,558.22,222.93,199.44,107.47
2012-05-11,31.16,566.71,227.68,201.17,108.26
2012-05-10,30.74,570.52,226.69,200.6,107.56
2012-05-09,30.76,569.18,222.98,201.23,108.15
2012-05-08,30.5,568.18,223.9,201.48,108.73
2012-05-07,30.65,569.48,225.16,203.75,111.42
2012-05-04,30.98,565.25,223.99,204.99,111.81
2012-05-03,31.76,581.82,229.45,207.24,114.4
2012-05-02,31.8,585.98,230.25,208.06,114.28
2012-05-01,32.01,582.13,230.04,208.0,111.3
2012-04-30,32.015,583.98,231.9,207.08,111.87
2012-04-27,31.98,603.0,226.85,206.81,110.64
2012-04-26,32.11,607.7,195.99,205.58,110.35
2012-04-25,32.2,610.0,194.42,203.57,109.03
2012-04-24,31.92,560.28,190.33,200.0,106.75
2012-04-23,32.12,571.7,188.24,198.62,109.75
2012-04-20,32.42,572.98,189.98,199.6,110.77
2012-04-19,31.01,587.44,191.1,199.51,109.61
2012-04-18,31.14,608.34,191.07,200.13,110.56
2012-04-17,31.44,609.7,188.39,207.45,109.83
2012-04-16,31.075,580.13,185.5,202.72,109.4
2012-04-13,30.81,605.23,188.46,202.8,108.8
2012-04-12,30.975,622.77,190.69,205.32,108.65
2012-04-11,30.345,626.2,187.97,202.58,108.25
2012-04-10,30.47,628.44,186.98,202.33,106.46
2012-04-09,31.1,636.23,191.87,204.94,110.69
2012-04-05,31.52,633.68,194.39,205.47,110.39
2012-04-04,31.21,624.31,193.99,206.05,109.49
2012-04-03,31.94,629.32,199.66,209.5,109.87
2012-04-02,32.29,618.63,198.05,209.47,109.02
2012-03-30,32.255,599.55,202.51,208.65,108.44
2012-03-29,32.12,609.86,204.61,208.27,107.85
2012-03-28,32.19,617.62,201.16,207.29,107.23
2012-03-27,32.52,614.48,205.44,207.18,107.88
2012-03-26,32.59,606.98,202.87,207.77,108.55
2012-03-23,32.01,596.05,195.04,205.48,107.42
2012-03-22,31.995,599.34,192.4,205.49,110.99
2012-03-21,31.91,602.5,191.73,204.69,110.44
2012-03-20,31.99,605.96,192.33,204.25,111.74
2012-03-19,32.2,601.1,185.52,205.72,112.13
2012-03-16,32.6,585.57,185.05,206.01,111.22
2012-03-15,32.85,585.56,184.43,206.0,110.73
2012-03-14,32.77,589.58,182.26,204.72,110.3
2012-03-13,32.67,568.1,184.59,203.78,110.76
2012-03-12,32.04,552.0,183.39,201.0,109.45
2012-03-09,31.99,545.17,184.32,200.62,109.98
2012-03-08,32.01,541.99,187.64,199.81,107.9
2012-03-07,31.84,530.69,183.77,197.77,107.58
2012-03-06,31.555,530.26,181.09,197.26,107.34
2012-03-05,31.8,533.16,180.26,200.66,109.24
2012-03-02,32.075,545.18,179.3,198.81,108.74
2012-03-01,32.29,544.47,180.04,197.53,108.54
2012-02-29,31.74,542.44,179.69,196.73,107.92
2012-02-28,31.87,535.41,183.8,197.98,107.43
2012-02-27,31.35,525.76,178.53,197.53,107.17
2012-02-24,31.48,522.41,179.13,197.76,106.29
2012-02-23,31.37,516.39,178.89,197.61,106.14
2012-02-22,31.27,513.04,180.58,193.87,105.73
2012-02-21,31.44,514.85,182.26,193.39,104.95
2012-02-17,31.25,502.12,182.5,193.42,106.68
2012-02-16,31.285,502.21,179.93,193.02,106.16
2012-02-15,30.05,497.67,184.47,192.25,106.6
2012-02-14,30.25,509.46,191.3,192.22,106.63
2012-02-13,30.58,502.6,191.59,192.62,105.22
2012-02-10,30.495,493.42,185.54,192.42,105.41
2012-02-09,30.77,493.17,184.98,193.13,105.76
2012-02-08,30.66,476.68,185.48,192.95,105.93
2012-02-07,30.35,468.83,184.19,193.35,104.23
2012-02-06,30.2,463.97,183.14,192.82,103.46
2012-02-03,30.24,459.68,187.68,193.64,103.5
2012-02-02,29.95,455.12,181.72,191.53,102.82
2012-02-01,29.89,456.19,179.46,192.62,103.75
2012-01-31,29.53,456.48,194.44,192.6,103.99
2012-01-30,29.61,453.01,192.15,192.5,103.39
2012-01-27,29.23,447.28,195.37,190.46,102.11
2012-01-26,29.5,444.63,193.316,190.98,102.3
2012-01-25,29.56,446.66,187.8,191.73,103.21
2012-01-24,29.34,420.41,187.0,191.93,102.21
2012-01-23,29.73,427.409,186.09,189.98,101.56
2012-01-20,29.71,420.3,190.93,188.52,101.76
2012-01-19,28.12,427.75,194.45,180.52,101.58
2012-01-18,28.23,429.11,189.44,181.07,100.86
2012-01-17,28.255,424.7,181.66,180.0,99.24
2012-01-13,28.25,419.81,178.42,179.16,98.3
2012-01-12,28.0,421.39,175.93,180.55,99.1
2012-01-11,27.72,422.55,178.9,182.32,98.14
2012-01-10,27.84,423.24,179.34,181.31,98.47
2012-01-09,27.74,421.73,178.56,181.59,98.35
2012-01-06,28.105,422.4,182.61,182.54,97.99
2012-01-05,27.68,418.03,177.61,184.66,98.16
2012-01-04,27.4,413.44,177.51,185.54,98.22
2012-01-03,26.765,411.23,179.03,186.3,96.81
2011-12-30,25.96,405.0,173.1,183.88,96.37
2011-12-29,26.02,405.12,173.86,186.18,97.46
2011-12-28,25.82,402.64,173.89,183.99,96.43
2011-12-27,26.04,406.53,176.27,184.95,97.77
2011-12-23,26.03,403.33,177.28,184.75,96.9
2011-12-22,25.81,398.55,179.03,182.04,94.82
2011-12-21,25.76,396.445,174.35,181.47,96.35
2011-12-20,26.025,395.95,182.52,187.24,93.63
2011-12-19,25.53,382.21,179.33,182.89,93.38
2011-12-16,26.0,381.02,181.26,183.57,93.67
2011-12-15,25.56,378.94,181.26,187.48,94.08
2011-12-14,25.59,380.19,180.21,188.72,94.39
2011-12-13,25.76,388.81,180.51,191.15,95.05
2011-12-12,25.51,391.84,189.52,192.18,96.95
2011-12-09,25.7,393.62,193.03,194.56,97.68
2011-12-08,25.4,390.66,190.48,191.58,95.18
2011-12-07,25.6,389.09,195.32,194.05,95.89
2011-12-06,25.66,390.95,191.99,192.94,96.25
2011-12-05,25.7,393.01,196.24,190.84,96.6
2011-12-02,25.22,389.7,196.03,189.66,96.25
2011-12-01,25.28,387.93,197.13,189.45,95.25
2011-11-30,25.58,382.2,192.29,188.0,96.18
2011-11-29,24.84,373.2,188.39,180.94,94.87
2011-11-28,24.87,376.12,194.15,182.21,94.91
2011-11-25,24.3,363.57,182.399,177.06,90.28
2011-11-23,24.47,366.99,188.99,177.95,90.93
2011-11-22,24.79,376.51,192.34,181.31,91.63
2011-11-21,25.0,369.01,189.25,181.48,91.06
2011-11-18,25.3,374.94,197.14,185.24,92.75
2011-11-17,25.54,377.41,204.52,185.73,91.89
2011-11-16,26.07,384.77,211.99,186.62,93.7
2011-11-15,26.74,388.83,217.83,188.75,95.95
2011-11-14,26.76,379.26,218.93,187.35,95.75
2011-11-11,26.91,384.62,217.39,187.38,96.15
2011-11-10,26.28,385.22,210.79,183.35,93.92
2011-11-09,26.2,395.28,211.22,182.24,92.36
2011-11-08,27.16,406.23,217.99,187.25,95.42
2011-11-07,26.8,399.73,217.0,187.32,93.8
2011-11-04,26.25,400.24,216.48,186.38,94.38
2011-11-03,26.53,403.07,218.29,187.3,95.68
2011-11-02,26.01,397.41,215.62,183.92,94.94
2011-11-01,25.99,396.51,212.105,181.35,93.88
2011-10-31,26.63,404.78,213.51,184.63,96.35
2011-10-28,26.98,404.95,217.32,187.45,96.75
2011-10-27,27.25,404.69,206.78,186.34,95.83
2011-10-26,26.59,400.6,198.4,181.97,94.21
2011-10-25,26.81,397.77,227.15,180.36,93.75
2011-10-24,27.19,405.77,237.61,182.25,95.07
2011-10-21,27.16,392.87,234.78,181.63,94.35
2011-10-20,27.04,395.31,233.61,177.25,91.89
2011-10-19,27.13,398.62,231.53,177.39,91.29
2011-10-18,27.31,422.24,243.88,178.9,91.48
2011-10-17,26.98,419.99,242.33,186.59,91.02
2011-10-14,27.27,422.0,246.71,190.53,92.97
2011-10-13,27.18,408.43,236.15,186.82,92.21
2011-10-12,26.96,402.19,236.81,186.12,91.79
2011-10-11,27.0,400.29,235.48,185.0,89.85
2011-10-10,26.94,388.81,231.32,186.62,90.72
2011-10-07,26.25,369.8,224.74,182.39,88.15
2011-10-06,26.34,377.37,221.51,181.69,89.28
2011-10-05,25.89,378.25,219.498,176.85,87.8
2011-10-04,25.34,372.5,212.5,174.74,85.73
2011-10-03,24.53,374.6,211.98,173.29,83.05
2011-09-30,24.89,381.32,216.23,174.87,85.51
2011-09-29,25.45,390.57,222.44,179.17,87.99
2011-09-28,25.575,397.01,229.71,177.55,88.47
2011-09-27,25.67,399.26,224.21,177.71,90.58
2011-09-26,25.44,403.17,229.85,174.51,89.31
2011-09-23,25.06,404.3,223.61,169.34,88.64
2011-09-22,25.06,401.82,223.23,168.62,84.18
2011-09-21,25.99,412.14,231.87,173.02,85.74
2011-09-20,26.98,413.45,233.25,174.72,89.46
2011-09-19,27.21,411.63,241.69,173.13,90.2
2011-09-16,27.12,400.5,239.3,172.99,89.77
2011-09-15,26.99,392.96,226.78,170.09,88.04
2011-09-14,26.5,389.3,222.57,167.24,87.49
2011-09-13,26.04,384.62,219.53,163.43,85.82
