date,Microsoft,Apple,Amazon,IBM,Nike
2008-04-09,28.89,151.44,74.39,116.77,66.44
2008-04-08,28.75,152.84,77.3,116.27,66.53
2008-04-07,29.16,155.89,76.9,116.31,66.83
2008-04-04,29.16,153.08,76.87,115.76,68.51
2008-04-03,29.0,151.61,74.94,116.02,68.9
2008-04-02,29.16,147.49,77.37,114.81,67.97
2008-04-01,29.4999,149.5301,76.7,116.49,69.57
2008-03-31,28.38,143.5,71.3,115.14,68.0
2008-03-28,27.91,143.01,69.76,114.57,65.86
2008-03-27,28.05,140.25,70.8,115.52,65.98
2008-03-26,28.56,145.06,73.8,116.91,66.27
2008-03-25,29.14,140.98,75.17,117.97,68.37
2008-03-24,29.17,139.53,75.95,119.06,69.08
2008-03-20,29.18,133.27,73.19,118.33,67.27
2008-03-19,28.62,129.67,70.17,116.94,61.83
2008-03-18,29.42,132.82,71.7,118.41,61.67
2008-03-17,28.3,126.73,66.53,115.55,59.26
2008-03-14,27.96,126.61,68.22,115.2301,59.96
2008-03-13,28.62,127.94,68.32,115.91,61.03
2008-03-12,28.63,126.03,66.51,117.07,59.76
2008-03-11,29.28,127.3501,67.15,116.49,57.92
2008-03-10,28.05,119.69,63.47,114.01,56.97
2008-03-07,27.87,122.25,64.09,113.94,58.24
2008-03-06,27.57,120.93,62.74,112.52,59.58
2008-03-05,28.1199,124.4899,64.9901,115.39,60.81
2008-03-04,27.59,124.62,65.34,115.71,60.43
2008-03-03,26.99,121.73,62.43,114.23,60.09
2008-02-29,27.1999,125.02,64.47,113.86,60.2
2008-02-28,27.93,129.91,67.85,115.24,62.04
2008-02-27,28.26,122.96,70.87,116.46,62.38
2008-02-26,28.38,119.15,71.69,114.38,62.61
2008-02-25,27.84,119.74,73.27,110.08,61.59
2008-02-22,27.68,119.46,72.08,108.07,60.59
2008-02-21,28.1,121.54,69.9,106.93,60.32
2008-02-20,28.22,123.82,73.64,107.85,61.2
2008-02-19,28.17,122.18,72.08,105.0,61.12
2008-02-15,28.42,124.63,72.96,106.16,62.29
2008-02-14,28.5,127.46,75.8,106.13,62.3
2008-02-13,28.96,129.4,77.73,108.42,62.55
2008-02-12,28.34,124.86,74.45,106.53,61.37
2008-02-11,28.21,129.45,75.19,105.14,60.66
2008-02-08,28.56,125.48,73.5,103.27,60.64
2008-02-07,28.12,121.24,70.91,102.34,60.76
2008-02-06,28.52,122.0,68.49,103.59,60.03
2008-02-05,29.07,129.36,72.09,105.02,59.8
2008-02-04,30.19,131.65,73.95,107.93,60.74
2008-02-01,30.4498,133.75,74.63,109.08,62.51
2008-01-31,32.6,135.36,77.7,107.11,61.33
2008-01-30,32.2,132.18,74.21,105.65,59.4
2008-01-29,32.6,131.54,73.95,106.1,57.35
2008-01-28,32.72,130.01,75.82,104.98,57.29
2008-01-25,32.94,130.01,77.6,104.52,56.0
2008-01-24,33.25,135.6,77.67,106.91,57.41
2008-01-23,31.93,139.072,73.97,106.1,57.52
2008-01-22,31.99,155.64,78.48,101.22,57.29
2008-01-18,33.01,161.36,79.76,103.4,56.5
2008-01-17,33.11,160.89,80.12,101.1,55.98
2008-01-16,33.23,159.64,80.35,101.63,57.67
2008-01-15,34.0,169.04,80.24,101.83,57.06
2008-01-14,34.39,178.78,82.87,102.93,60.73
2008-01-11,33.91,172.69,81.08,97.67,60.7
2008-01-10,34.33,178.02,84.26,99.92,62.54
2008-01-09,34.44,179.4,85.22,98.31,61.97
2008-01-08,33.45,171.25,87.88,97.59,61.83
2008-01-07,34.61,177.64,88.82,100.05,62.11
2008-01-04,34.38,180.05,88.79,101.13,61.74
2008-01-03,35.37,194.93,95.21,104.9,62.71
2008-01-02,35.22,194.84,96.25,104.69,63.28
2007-12-31,35.6,198.08,92.64,108.1,64.24
2007-12-28,36.12,199.83,94.45,110.09,64.31
2007-12-27,35.97,198.57,94.25,109.6,65.0
2007-12-26,36.61,198.95,92.85,111.56,66.08
2007-12-24,36.58,198.8,91.01,111.65,66.88
2007-12-21,36.06,193.91,91.26,111.05,66.27
2007-12-20,35.52,187.21,90.58,108.84,66.01
2007-12-19,34.79,183.12,89.38,107.14,63.8
2007-12-18,34.74,182.98,86.89,106.31,63.75
2007-12-17,34.39,184.4,85.09,104.53,63.05
2007-12-14,35.31,190.39,89.08,105.77,64.32
2007-12-13,35.22,191.83,92.4,108.18,64.96
2007-12-12,34.47,190.86,91.28,108.47,64.45
2007-12-11,34.1,188.5404,90.75,106.99,64.2
2007-12-10,34.76,194.21,93.02,109.39,65.86
2007-12-07,34.53,194.3,94.31,108.86,65.4
2007-12-06,34.55,189.9528,94.21,109.7,65.41
2007-12-05,34.15,185.5,93.19,108.16,65.94
2007-12-04,32.77,179.81,94.41,106.63,65.8
2007-12-03,32.92,178.86,90.91,105.83,67.0
2007-11-30,33.6,182.22,90.56,105.18,65.65
2007-11-29,33.59,184.29,89.15,107.5,64.71
2007-11-28,33.7,180.22,90.3,107.37,65.21
2007-11-27,33.06,174.81,85.59,103.83,63.4
2007-11-26,32.97,172.5419,81.3035,101.97,62.18
2007-11-23,34.11,171.54,81.43,104.05,63.75
2007-11-21,34.23,168.46,79.76,102.22,62.88
2007-11-20,34.58,168.85,80.39,103.42,62.28
2007-11-19,33.96,163.95,79.18,102.22,62.0
2007-11-16,34.09,166.39,78.6,104.79,62.64
2007-11-15,33.76,164.3,77.85,103.6,63.05
2007-11-14,33.93,166.11,78.51,103.44,63.22
2007-11-13,34.46,169.96,79.86,105.27,63.99
2007-11-12,33.38,153.76,77.0,101.45,62.6
2007-11-09,33.73,165.37,78.89,100.2542,62.21
2007-11-08,34.74,175.4663,83.58,106.11,63.3
2007-11-07,35.52,186.2999,87.0438,111.08,62.78
2007-11-06,36.41,191.79,87.27,113.17,63.99
2007-11-05,36.73,186.18,84.37,113.4,63.38
2007-11-02,37.06,187.87,85.98,114.59,63.87
2007-11-01,37.06,187.44,87.65,113.65,63.82
2007-10-31,36.81,189.95,89.15,116.12,66.26
2007-10-30,35.57,187.0,88.24,114.12,64.93
2007-10-29,34.57,185.09,90.1,114.8,65.22
2007-10-26,35.03,184.7,90.0,113.73,64.61
2007-10-25,31.99,182.78,88.21,112.81,63.84
2007-10-24,31.25,185.93,88.73,112.95,63.46
2007-10-23,30.9,186.16,100.82,114.68,64.12
2007-10-22,30.51,174.36,91.29,113.37,63.17
2007-10-19,30.17,170.42,89.76,112.28,63.33
2007-10-18,31.16,173.5,89.85,114.8,63.26
2007-10-17,31.08,172.75,90.55,115.78,63.16
2007-10-16,30.32,169.58,89.53,119.6,63.91
2007-10-15,30.04,166.98,90.53,118.03,63.92
2007-10-12,30.17,167.2537,92.37,117.81,63.15
2007-10-11,29.91,162.23,89.34,118.05,61.01
2007-10-10,30.23,166.79,94.66,118.62,61.86
2007-10-09,30.0999,167.86,95.3237,118.3,61.77
2007-10-08,29.84,167.91,95.85,117.77,60.01
2007-10-05,29.84,161.4499,93.43,116.3,60.35
2007-10-04,29.71,156.24,92.26,115.69,59.36
2007-10-03,29.4525,157.9201,92.455,116.4,59.22
2007-10-02,29.7,158.45,92.36,118.36,59.16
2007-10-01,29.7701,156.339,93.41,119.03,59.39
2007-09-28,29.46,153.47,93.15,117.8,58.66
2007-09-27,29.49,154.5,93.38,117.71,58.17
2007-09-26,29.5,152.77,93.43,117.3,58.39
2007-09-25,29.5599,153.18,93.4799,116.51,58.45
2007-09-24,29.08,148.28,92.59,116.25,57.81
2007-09-21,28.6499,144.15,91.3,116.78,57.26
2007-09-20,28.4201,140.31,89.65,116.86,58.32
2007-09-19,28.67,140.7699,89.0,116.67,58.56
2007-09-18,28.93,140.92,88.75,116.63,58.79
2007-09-17,28.725,138.41,86.91,114.52,56.31
2007-09-14,29.04,138.81,87.77,115.13,57.23
2007-09-13,29.16,137.2,87.26,115.95,56.88
2007-09-12,28.93,136.85,87.3,116.0,56.08
2007-09-11,28.93,135.49,86.28,117.35,55.53
2007-09-10,28.48,136.71,83.34,115.8,55.15
2007-09-07,28.44,131.77,84.52,115.55,54.7
2007-09-06,28.91,135.01,86.21,117.62,55.8
2007-09-05,28.48,136.76,83.75,117.88,55.47
2007-09-04,28.81,144.16,82.7,118.19,56.42
2007-08-31,28.73,138.48,79.91,116.69,56.34
2007-08-30,28.45,136.25,78.68,115.37,55.76
2007-08-29,28.59,134.08,79.05,114.57,55.46
2007-08-28,27.93,126.82,76.22,112.0,53.53
2007-08-27,28.49,132.25,78.65,113.44,53.88
2007-08-24,28.81,135.3,79.25,113.24,54.12
2007-08-23,28.3,131.07,77.3,111.45,54.03
2007-08-22,28.22,132.51,78.5,110.0,54.19
2007-08-21,28.07,127.57,77.49,109.04,54.12
2007-08-20,28.26,122.22,74.7,109.22,54.38
2007-08-17,28.25,122.06,75.02,110.9,54.47
2007-08-16,27.81,117.05,72.79,109.69,53.19
2007-08-15,28.1,119.9,72.38,111.23,53.57
2007-08-14,28.27,124.03,73.45,112.05,54.66
2007-08-13,28.63,127.79,74.87,112.71,56.15
2007-08-10,28.71,125.0,74.7801,112.64,55.78
2007-08-09,29.3,126.39,74.11,110.73,53.9
2007-08-08,30.0,134.01,77.78,112.98,56.61
2007-08-07,29.55,135.0301,79.14,113.53,58.06
2007-08-06,29.54,135.25,79.0,113.89,57.47
2007-08-03,28.9601,131.8499,76.7999,111.89,56.5
2007-08-02,29.52,136.49,79.71,113.23,56.95
2007-08-01,29.3,135.0,77.31,112.04,56.9
2007-07-31,28.99,131.76,78.54,110.65,56.45
2007-07-30,29.4,141.43,82.7,114.52,56.84
2007-07-27,29.3901,143.85,84.0399,115.62,55.44
2007-07-26,29.98,146.0,84.01,116.53,56.9
2007-07-25,30.71,137.26,86.1799,118.1,57.83
2007-07-24,30.8,134.8899,69.25,116.17,58.35
2007-07-23,31.19,143.7,71.74,116.38,59.4
2007-07-20,31.16,143.75,71.63,114.81,58.52
2007-07-19,31.51,140.0,73.35,115.86,59.83
2007-07-18,30.92,138.12,73.32,111.08,59.68
2007-07-17,30.7799,138.9099,73.79,110.77,59.45
2007-07-16,30.03,138.1,73.69,109.66,58.78
2007-07-13,29.82,137.73,75.1,108.6,59.01
2007-07-12,30.07,134.0699,72.79,109.28,59.46
2007-07-11,29.49,132.39,70.73,109.1,58.45
2007-07-10,29.33,132.35,70.28,108.63,58.45
2007-07-09,29.87,130.3301,72.0699,108.97,59.08
2007-07-06,29.97,132.3,68.97,109.03,59.67
2007-07-05,29.99,132.75,68.73,108.05,59.35
2007-07-03,30.02,127.17,69.45,106.58,58.98
2007-07-02,29.74,121.26,69.61,105.01,58.4
2007-06-29,29.47,122.04,68.41,105.25,58.29
2007-06-28,29.83,120.56,68.89,105.95,58.29
2007-06-27,29.87,121.89,68.14,105.43,58.29
2007-06-26,29.52,119.65,67.48,105.33,53.82
2007-06-25,29.49,122.34,68.66,105.1,53.81
2007-06-22,29.49,123.0,68.86,104.44,52.95
2007-06-21,30.22,123.9,69.67,106.6,53.58
2007-06-20,30.01,121.55,69.1,106.0,53.63
2007-06-19,30.46,123.66,69.81,106.5,54.5
2007-06-18,30.51,125.09,71.83,105.33,53.63
2007-06-15,30.49,120.5,72.4,105.09,53.42
2007-06-14,30.52,118.75,71.94,103.85,53.68
2007-06-13,30.39,117.5,70.888,103.12,53.48
2007-06-12,29.85,120.38,70.07,102.34,53.19
2007-06-11,30.02,120.19,71.17,103.22,53.4
2007-06-08,30.05,124.49,73.24,103.07,52.96
2007-06-07,29.62,124.069,72.0399,101.8,54.1
2007-06-06,30.29,123.64,72.29,102.41,55.71
2007-06-05,30.58,122.67,73.65,105.84,56.89
2007-06-04,30.715,121.33,70.42,106.23,57.23
2007-06-01,30.59,118.4,68.58,106.54,56.69
2007-05-31,30.6901,121.191,69.14,106.6,56.75
2007-05-30,31.11,118.77,69.86,106.93,55.73
2007-05-29,30.79,114.35,69.63,105.91,54.72
2007-05-25,30.48,113.62,68.55,105.18,54.28
2007-05-24,30.17,110.69,69.35,103.95,54.47
2007-05-23,30.58,112.89,69.0,105.58,54.82
2007-05-22,30.69,113.54,68.88,106.7,55.13
2007-05-21,31.05,111.98,68.3,107.04,54.68
2007-05-18,30.83,110.02,63.3,107.99,53.25
2007-05-17,30.98,109.44,62.17,105.31,52.95
2007-05-16,31.07,107.34,63.22,105.87,52.99
2007-05-15,30.9,107.52,60.58,104.83,52.58
2007-05-14,30.97,109.36,61.7,105.57,52.87
2007-05-11,30.89,108.74,61.56,105.98,53.03
2007-05-10,30.58,107.34,60.92,104.68,53.31
2007-05-09,30.7799,106.88,62.85,104.38,53.92
2007-05-08,30.75,105.06,61.83,103.29,53.75
2007-05-07,30.71,103.92,60.82,102.76,53.87
2007-05-04,30.56,100.81,63.23,102.96,53.29
2007-05-03,30.97,100.4,62.19,102.8,53.28
2007-05-02,30.61,100.39,61.18,102.22,53.48
2007-05-01,30.1925,99.47,61.185,103.17,52.99
2007-04-30,29.94,99.8,61.33,102.21,53.86
2007-04-27,30.12,99.92,62.601000000000006,101.17,54.12
2007-04-26,29.1,98.84,62.78100000000001,100.9,53.84
2007-04-25,28.99,95.348,56.81,101.46,53.62
2007-04-24,28.79,93.24,44.75,98.49,53.51
2007-04-23,28.78,93.51,44.77,95.21,53.56
2007-04-20,29.02,90.97,44.95,94.58,53.53
2007-04-19,28.69,90.27,44.64,94.29,53.48
2007-04-18,28.6,90.4,44.99,94.8,53.89
2007-04-17,28.85,90.35,45.07,97.12,54.15
2007-04-16,28.73,91.43,45.2,96.18,54.37
2007-04-13,28.61,90.24,42.41,94.93,53.65
2007-04-12,28.54,92.19,42.27,95.67,54.23
2007-04-11,28.11,92.59,41.68,95.16,53.99
2007-04-10,28.4,94.25,41.86,96.46,54.01
2007-04-09,28.57,93.65,41.66,96.62,53.9
2007-04-05,28.55,94.68,41.68,96.52,53.48
2007-04-04,28.5,94.27,41.53,96.21,53.59
2007-04-03,27.87,94.5,41.19,96.1,53.2
2007-04-02,27.74,93.65,40.42,95.21,106.42
2007-03-30,27.87,92.91,39.79,94.26,106.26
2007-03-29,27.75,93.75,39.81,94.57,104.97
2007-03-28,27.64,93.24,39.34,94.26,105.13
2007-03-27,27.72,95.46,39.37,94.73,106.57
2007-03-26,28.22,95.85,39.01,95.0,108.79
2007-03-23,28.02,93.52,38.98,95.03,109.05
2007-03-22,28.27,93.96,39.49,95.19,108.6
2007-03-21,28.52,93.87,39.8,95.36,108.85
2007-03-20,27.84,91.48,38.58,94.5,109.25
2007-03-19,27.83,91.13,38.45,93.99,108.32
2007-03-16,27.33,89.59,37.85,93.25,107.47
2007-03-15,27.28,89.57,37.78,93.45,105.66
2007-03-14,27.4,90.0,38.08,93.76,104.82
2007-03-13,26.72,88.4,37.82,92.71,104.6
2007-03-12,27.44,89.87,38.81,94.11,105.6
2007-03-09,27.28,87.97,38.84,93.28,105.85
2007-03-08,27.32,88.0,38.1,93.0,104.6
2007-03-07,27.61,87.72,38.36,93.94,104.22
2007-03-06,27.83,88.19,38.58,93.8,105.1
2007-03-05,27.5499,86.3199,37.05,91.81,102.46
2007-03-02,27.76,85.41,37.69,90.9,103.86
2007-03-01,28.09,87.06,38.85,92.27,105.29
2007-02-28,28.17,84.61,39.14,92.94,104.47
2007-02-27,27.87,83.93,38.83,93.96,103.97
2007-02-26,29.07,88.65,40.8799,96.91,107.83
2007-02-23,28.9,89.07,40.78,97.73,108.04
2007-02-22,29.39,89.51,41.0,98.5,108.23
2007-02-21,29.35,89.2,41.26,99.09,107.11
2007-02-20,28.83,85.9,41.51,99.35,106.81
2007-02-16,28.74,84.83,40.33,98.99,106.3
2007-02-15,29.46,85.21,40.06,98.92,105.51
2007-02-14,29.4,85.3,40.14,99.2,105.38
2007-02-13,29.01,84.7,39.31,98.29,105.2
2007-02-12,28.94,84.88,38.85,98.58,104.37
2007-02-09,28.98,83.27,38.72,98.55,103.6
2007-02-08,29.26,86.18,39.1,99.62,103.39
2007-02-07,29.37,86.15,38.98,99.54,102.9
2007-02-06,29.51,84.15,38.27,99.55,101.17
2007-02-05,29.61,83.94,37.16,100.38,99.42
2007-02-02,30.19,84.75,37.39,99.17,100.2
2007-02-01,30.56,84.74,38.7,99.0,100.68
2007-01-31,30.86,85.73,37.67,99.15,98.81
2007-01-30,30.48,85.55,37.05,99.37,97.75
2007-01-29,30.53,85.94,37.43,98.54,96.32
2007-01-26,30.6,85.38,36.85,97.45,95.2
2007-01-25,30.45,86.25,37.08,97.51,95.84
2007-01-24,31.09,86.7,37.26,97.4,96.84
2007-01-23,30.74,85.7,36.43,97.08,96.76
2007-01-22,30.72,86.79,36.95,97.11,97.7
2007-01-19,31.11,88.5,37.02,96.17,99.94
2007-01-18,31.0,89.07,36.98,99.45,99.67
2007-01-17,31.1,94.95,37.88,100.02,99.82
2007-01-16,31.16,97.1,38.66,100.82,99.97
2007-01-12,31.21,94.62,38.2,99.34,99.76
2007-01-11,30.7,95.8,37.4,98.65,99.98
2007-01-10,29.66,97.0,37.15,98.89,99.76
2007-01-09,29.96,92.57,37.78,100.07,99.76
2007-01-08,29.93,85.47,37.5,98.9,98.53
2007-01-05,29.64,85.05,38.37,97.42,98.83
2007-01-04,29.81,85.66,38.9,98.31,98.67
2007-01-03,29.86,83.8,38.7,97.27,97.67
2006-12-29,29.86,84.84,39.46,97.15,99.03
2006-12-28,29.98,80.87,40.21,96.97,99.2
2006-12-27,30.02,81.52,40.29,97.2,99.52
2006-12-26,29.99,81.51,39.8,95.66,100.1
2006-12-22,29.64,82.2,40.24,95.25,99.94
2006-12-21,29.98,82.9,39.89,95.91,100.29
2006-12-20,30.09,84.76,40.01,96.0,99.78
2006-12-19,29.99,86.31,39.42,96.0,96.19
2006-12-18,29.89,85.47,39.26,95.44,96.18
2006-12-15,30.19,87.72,40.01,95.3,96.05
2006-12-14,30.07,88.55,39.02,95.36,97.0
2006-12-13,29.55,89.05,38.5,94.77,95.85
2006-12-12,29.43,86.14,38.46,94.12,96.57
2006-12-11,29.54,88.75,38.69,93.64,97.45
2006-12-08,29.4,88.26,38.46,93.86,97.04
2006-12-07,28.85,87.04,38.12,94.23,97.94
2006-12-06,28.99,89.83,38.9,94.12,98.2
2006-12-05,29.13,91.27,38.98,94.48,98.51
2006-12-04,29.33,91.12,39.1,93.51,98.14
2006-12-01,29.12,91.32,39.41,91.25,97.6
2006-11-30,29.36,91.66,40.34,91.92,98.95
2006-11-29,29.57,91.8,40.63,91.52,96.87
2006-11-28,29.39,91.81,40.92,91.35,96.0
2006-11-27,29.48,89.54,40.85,91.45,95.88
2006-11-24,29.76,91.63,42.41,93.35,96.73
2006-11-22,29.92,90.31,42.96,93.52,97.03
2006-11-21,29.92,88.6,42.54,93.08,96.58
2006-11-20,29.89,86.47,42.44,93.25,96.34
2006-11-17,29.4,85.85,42.55,93.81,95.58
2006-11-16,29.47,85.61,42.84,93.47,95.23
2006-11-15,29.12,84.05,42.6,93.11,95.49
2006-11-14,29.2285,85.0,41.51,93.29,94.7
2006-11-13,29.35,84.35,39.99,92.07,94.12
2006-11-10,29.24,83.12,39.26,91.76,94.07
2006-11-09,29.26,83.34,38.84,92.42,92.76
2006-11-08,28.98,82.45,39.47,92.59,92.98
2006-11-07,28.95,80.51,38.77,92.45,92.47
2006-11-06,28.84,79.71,38.21,92.6,92.83
2006-11-03,28.73,78.29,37.46,91.41,92.57
2006-11-02,28.77,78.98,37.45,91.68,92.8
2006-11-01,28.81,79.16,37.56,91.8,91.39
2006-10-31,28.71,81.08,38.09,92.33,91.88
2006-10-30,28.53,80.42,38.15,91.5,92.01
2006-10-27,28.34,80.41,38.24,90.76,91.86
2006-10-26,28.35,82.19,38.3,91.54,93.67
2006-10-25,28.31,81.68,37.68,91.83,93.35
2006-10-24,28.28,81.05,33.63,91.49,91.13
2006-10-23,28.45,81.46,32.88,91.56,90.34
2006-10-20,28.43,79.95,32.57,90.48,88.6
2006-10-19,28.29,78.99,32.54,89.86,89.4
2006-10-18,28.52,74.53,32.31,89.82,89.01
2006-10-17,28.44,74.29,32.47,86.95,89.75
2006-10-16,28.45,75.4,32.6,86.71,90.53
2006-10-13,28.37,75.02,33.32,86.08,89.6
2006-10-12,28.22,75.26,33.55,84.7,89.81
2006-10-11,27.54,73.23,32.91,84.19,88.44
2006-10-10,27.69,73.81,32.62,84.19,88.58
2006-10-09,27.72,74.63,33.38,84.0,88.46
2006-10-06,27.87,74.22,32.59,83.14,88.15
2006-10-05,27.92,74.83,33.32,82.92,89.01
2006-10-04,27.94,75.38,32.76,83.1,89.3
2006-10-03,27.37,74.07,31.86,81.65,87.86
2006-10-02,27.36,74.86,30.87,81.87,87.48
2006-09-29,27.35,76.98,32.12,81.94,87.62
2006-09-28,27.4,77.01,31.84,81.99,88.3
2006-09-27,27.44,76.41,32.33,82.09,88.11
2006-09-26,27.2,77.61,32.5,82.5,88.39
2006-09-25,26.95,75.75,31.79,82.0,86.51
2006-09-22,26.66,73.0,30.84,81.21,86.36
2006-09-21,26.9,74.65,30.22,81.61,82.46
2006-09-20,27.18,75.26,32.12,83.42,82.6
2006-09-19,26.86,73.77,31.58,81.87,82.03
2006-09-18,26.79,73.89,32.08,82.24,82.32
2006-09-15,26.85,74.1,32.52,82.94,82.97
2006-09-14,26.33,74.17,31.65,82.47,82.77
2006-09-13,25.98,74.2,31.67,82.21,83.1
2006-09-12,25.93,72.63,31.72,82.28,83.45
2006-09-11,25.91,72.5,30.79,80.93,82.42
2006-09-08,25.6,72.52,30.51,80.66,82.05
2006-09-07,25.43,72.8,29.73,79.4,80.59
2006-09-06,25.61,70.03,30.8,80.28,80.97
2006-09-05,25.61,71.48,32.23,80.85,81.41
2006-09-01,25.84,68.38,31.76,81.41,81.14
2006-08-31,25.7,67.85,30.83,80.97,80.76
2006-08-30,25.8,66.96,30.67,81.22,79.76
2006-08-29,25.84,66.48,29.52,81.4,79.97
2006-08-28,25.95,66.98,28.91,80.32,77.85
2006-08-25,25.85,68.75,28.03,79.88,76.77
2006-08-24,25.74,67.81,27.97,79.38,76.84
2006-08-23,25.67,67.31,28.14,78.67,76.85
2006-08-22,25.62,67.62,28.37,78.95,76.85
2006-08-21,26.12,66.56,28.13,79.28,76.77
2006-08-18,25.79,67.91,29.12,79.9,76.71
2006-08-17,24.7,67.59,29.09,79.37,76.96
2006-08-16,24.7,67.98,27.95,79.09,77.75
2006-08-15,24.62,66.45,27.77,77.08,77.67
2006-08-14,24.53,63.94,26.53,76.68,77.18
2006-08-11,24.43,63.65,26.07,75.48,76.51
2006-08-10,24.46,64.07,26.49,75.74,76.2
2006-08-09,24.44,63.59,26.21,75.39,76.88
2006-08-08,24.34,64.78,26.36,75.33,77.11
2006-08-07,24.22,67.21,26.78,75.52,77.92
2006-08-04,24.29,68.3,27.29,75.91,78.67
2006-08-03,24.21,69.59,26.69,76.33,78.15
2006-08-02,24.3,68.16,26.09,76.32,78.13
2006-08-01,23.99,67.18,26.32,76.14,78.69
2006-07-31,24.06,67.96,26.89,77.41,79.0
2006-07-28,24.25,65.59,27.17,76.96,79.9
2006-07-27,23.87,63.4,26.56,76.15,78.96
2006-07-26,24.37,63.87,26.26,75.83,80.0
2006-07-25,24.22,61.928,33.59,75.89,80.36
2006-07-24,24.0,61.42,34.31,75.99,80.64
2006-07-21,23.87,60.72,33.19,74.86,80.06
2006-07-20,22.85,60.5,34.18,75.48,79.6
2006-07-19,23.4,54.1,34.48,76.07,78.8
2006-07-18,22.74,52.9,33.49,74.26,78.5
2006-07-17,22.48,52.37,33.67,73.7,78.89
2006-07-14,22.29,50.67,32.92,73.57,78.58
2006-07-13,22.26,52.25,33.73,74.24,78.76
2006-07-12,22.64,52.96,34.63,75.48,78.61
2006-07-11,23.1,55.65,35.66,76.47,78.59
2006-07-10,23.5,55.0,35.79,76.67,78.98
2006-07-07,23.3,55.4,36.11,76.42,79.08
2006-07-06,23.48,55.77,36.8,78.09,79.79
2006-07-05,23.35,57.0015,37.11,77.77,80.05
2006-07-03,23.7,57.95,38.61,78.02,81.33
2006-06-30,23.3,57.27,38.68,76.82,81.0
2006-06-29,23.4702,58.97,38.52,77.59,80.98
2006-06-28,23.16,56.02,36.7,76.56,79.72
2006-06-27,22.86,57.43,36.48,76.63,83.63
2006-06-26,22.82,58.99,36.77,77.15,84.25
2006-06-23,22.5,58.83,36.55,77.1,84.36
2006-06-22,22.88,59.58,36.37,77.19,83.87
2006-06-21,23.08,57.86,36.65,78.3,82.75
2006-06-20,22.56,57.47,35.48,77.99,82.18
2006-06-19,22.55,57.2,35.07,77.67,83.07
2006-06-16,22.1,57.56,35.09,77.95,83.15
2006-06-15,22.07,59.38,34.96,78.56,83.55
2006-06-14,21.88,57.61,33.68,77.71,82.08
2006-06-13,21.51,58.33,33.47,76.93,81.37
2006-06-12,21.71,57.0,33.6,77.02,81.13
2006-06-09,22.03,59.52,33.88,78.01,81.47
2006-06-08,22.11,60.76,33.55,77.03,80.65
2006-06-07,22.04,58.565,33.77,79.15,80.74
2006-06-06,22.13,59.723,33.41,79.76,80.2
2006-06-05,22.5,60.0,33.49,79.06,80.25
2006-06-02,22.76,61.66,34.76,79.52,81.79
2006-06-01,22.82,62.17,35.07,80.69,81.42
2006-05-31,22.65,59.77,34.61,79.9,80.31
2006-05-30,23.15,61.22,34.64,80.16,80.0
2006-05-26,23.72,63.549,36.07,80.75,81.01
2006-05-25,23.74,64.33,35.63,80.14,79.65
2006-05-24,23.5,63.34,35.19,79.78,79.26
2006-05-23,22.79,63.15,33.76,79.83,78.99
2006-05-22,22.88,63.38,34.83,80.02,77.98
2006-05-19,22.56,64.51,33.94,80.28,78.7
2006-05-18,22.83,63.18,32.61,80.66,79.75
2006-05-17,22.73,65.26,31.61,81.27,80.3
2006-05-16,23.01,64.98,32.76,82.16,80.67
2006-05-15,23.15,67.79,32.78,82.89,81.64
2006-05-12,23.17,67.7,32.73,82.39,81.5
2006-05-11,23.22,68.15,33.53,82.46,81.31
2006-05-10,23.77,70.6,34.16,82.9,82.33
2006-05-09,23.62,71.03,34.84,83.23,82.2
2006-05-08,23.73,71.89,34.69,82.89,82.25
2006-05-05,23.8,71.89,35.04,82.98,81.55
2006-05-04,23.44,71.13,34.47,82.43,80.96
2006-05-03,23.17,71.14,33.96,82.7,81.13
2006-05-02,24.01,71.62,34.38,82.42,81.57
2006-05-01,24.29,69.6,34.59,82.23,81.7
2006-04-28,24.15,70.39,35.21,82.34,81.84
2006-04-27,27.25,69.36,35.74,83.88,81.84
2006-04-26,27.1,68.15,35.79,83.35,81.26
2006-04-25,27.11,66.17,35.55,82.67,82.02
2006-04-24,27.11,65.75,35.79,82.11,82.7
2006-04-21,27.15,67.04,36.03,81.66,83.02
2006-04-20,27.03,67.63,36.34,82.02,82.83
2006-04-19,27.03,65.65,36.89,81.86,82.12
2006-04-18,27.22,66.22,36.28,83.31,81.75
2006-04-17,26.84,64.811,35.27,81.64,81.81
2006-04-13,27.07,66.469,36.62,81.98,83.3
2006-04-12,27.2,66.71,36.13,80.75,82.55
2006-04-11,27.13,67.99,36.06,81.16,82.49
2006-04-10,27.29,68.67,36.61,82.1,83.09
2006-04-07,27.25,69.79,37.09,82.48,83.63
2006-04-06,27.56,71.24,38.51,83.81,84.86
2006-04-05,27.74,67.21,37.34,84.17,84.57
2006-04-04,27.64,61.17,36.77,83.45,85.04
2006-04-03,27.56,62.65,36.14,83.06,84.91
2006-03-31,27.21,62.72,36.53,82.47,85.1
2006-03-30,27.23,62.75,36.67,83.2,85.0
2006-03-29,27.02,62.33,36.32,83.13,85.54
2006-03-28,26.9,58.71,35.69,82.43,85.2
2006-03-27,27.01,59.51,35.25,83.08,85.45
2006-03-24,27.01,59.96,35.47,83.36,85.96
2006-03-23,26.85,60.16,35.68,83.2,86.01
